,H_goal_diff,A_goal_diff,H_win,A_win,H_win_against,A_win_against
615,28.0,-16.0,13.0,5.0,0.0,1.0
616,2.0,33.0,7.0,12.0,1.0,2.0
617,-10.0,-25.0,6.0,3.0,0.0,1.0
618,-9.0,15.0,3.0,11.0,0.0,1.0
619,-16.0,6.0,5.0,9.0,0.0,3.0
620,-8.0,-11.0,6.0,4.0,0.0,0.0
621,-2.0,-14.0,6.0,4.0,2.0,1.0
622,-3.0,1.0,4.0,7.0,0.0,0.0
623,4.0,0.0,9.0,8.0,1.0,1.0
624,-6.0,15.0,6.0,8.0,2.0,0.0
625,-6.0,-10.0,5.0,5.0,0.0,0.0
626,24.0,-11.0,11.0,4.0,1.0,0.0
627,-5.0,17.0,6.0,10.0,1.0,0.0
628,8.0,-11.0,8.0,6.0,1.0,1.0
629,9.0,-11.0,9.0,6.0,2.0,1.0
630,-16.0,-16.0,4.0,6.0,0.0,2.0
631,-7.0,30.0,7.0,15.0,0.0,3.0
632,24.0,8.0,13.0,8.0,2.0,1.0
633,-9.0,-19.0,6.0,4.0,1.0,1.0
634,4.0,-10.0,9.0,7.0,3.0,0.0
635,-19.0,-12.0,4.0,7.0,1.0,1.0
636,-9.0,8.0,3.0,8.0,1.0,1.0
637,-20.0,-1.0,3.0,6.0,0.0,1.0
638,8.0,-8.0,10.0,6.0,1.0,1.0
639,21.0,33.0,13.0,15.0,1.0,1.0
640,2.0,11.0,6.0,12.0,1.0,1.0
641,-9.0,-12.0,8.0,5.0,0.0,0.0
642,-8.0,-7.0,6.0,3.0,1.0,1.0
643,4.0,17.0,6.0,11.0,0.0,3.0
644,-8.0,-3.0,4.0,7.0,0.0,0.0
645,-3.0,-18.0,7.0,4.0,0.0,0.0
646,-11.0,9.0,5.0,10.0,0.0,0.0
647,22.0,0.0,13.0,8.0,2.0,0.0
648,-6.0,-15.0,6.0,5.0,0.0,3.0
649,-8.0,-1.0,3.0,6.0,1.0,0.0
650,-2.0,-6.0,7.0,7.0,0.0,1.0
651,-13.0,25.0,2.0,12.0,0.0,3.0
652,-16.0,-9.0,4.0,6.0,0.0,1.0
653,16.0,4.0,11.0,6.0,2.0,0.0
654,-6.0,7.0,5.0,9.0,0.0,3.0
655,1.0,-4.0,8.0,6.0,1.0,0.0
656,28.0,29.0,12.0,13.0,2.0,0.0
657,16.0,-12.0,9.0,6.0,1.0,1.0
658,-12.0,-13.0,5.0,4.0,0.0,1.0
659,-16.0,-7.0,5.0,5.0,0.0,2.0
660,15.0,-15.0,8.0,6.0,1.0,1.0
661,27.0,-15.0,12.0,5.0,2.0,0.0
662,-7.0,-4.0,5.0,6.0,1.0,0.0
663,-13.0,10.0,5.0,9.0,0.0,2.0
664,10.0,21.0,9.0,13.0,1.0,2.0
665,-4.0,10.0,8.0,10.0,2.0,1.0
666,-14.0,25.0,4.0,13.0,0.0,1.0
667,3.0,-20.0,9.0,4.0,1.0,0.0
668,-3.0,-11.0,7.0,5.0,1.0,0.0
669,-17.0,-14.0,5.0,5.0,1.0,0.0
670,-5.0,7.0,4.0,7.0,1.0,1.0
671,30.0,-9.0,14.0,7.0,2.0,0.0
672,0.0,-3.0,7.0,7.0,1.0,0.0
673,11.0,-4.0,11.0,6.0,2.0,1.0
674,-5.0,28.0,5.0,15.0,1.0,0.0
675,-19.0,-11.0,2.0,3.0,0.0,2.0
676,17.0,22.0,11.0,11.0,0.0,3.0
677,-9.0,6.0,5.0,9.0,1.0,1.0
678,30.0,-16.0,15.0,5.0,2.0,1.0
679,-9.0,-1.0,3.0,7.0,0.0,2.0
680,-7.0,-5.0,3.0,7.0,0.0,1.0
681,-6.0,-15.0,6.0,4.0,1.0,0.0
682,0.0,21.0,8.0,12.0,0.0,3.0
683,-10.0,9.0,6.0,10.0,0.0,1.0
684,-7.0,23.0,5.0,11.0,0.0,3.0
685,-12.0,9.0,3.0,10.0,1.0,2.0
686,4.0,-17.0,6.0,5.0,0.0,0.0
687,14.0,-4.0,10.0,5.0,1.0,1.0
688,-8.0,-20.0,5.0,4.0,1.0,2.0
689,-7.0,-7.0,6.0,6.0,3.0,0.0
690,19.0,-10.0,11.0,6.0,2.0,1.0
691,29.0,16.0,15.0,9.0,1.0,1.0
692,-12.0,-12.0,5.0,5.0,0.0,1.0
693,0.0,-6.0,7.0,6.0,2.0,1.0
694,5.0,5.0,10.0,9.0,0.0,0.0
695,4.0,7.0,6.0,8.0,0.0,1.0
696,-17.0,-3.0,3.0,4.0,0.0,1.0
697,8.0,37.0,9.0,16.0,0.0,1.0
698,-10.0,-12.0,4.0,5.0,1.0,1.0
699,-11.0,-18.0,5.0,3.0,1.0,0.0
700,-5.0,-18.0,5.0,4.0,2.0,1.0
701,-9.0,18.0,4.0,11.0,0.0,1.0
702,-5.0,-5.0,5.0,6.0,1.0,1.0
703,26.0,8.0,14.0,10.0,2.0,0.0
704,-7.0,29.0,7.0,14.0,0.0,1.0
705,20.0,-6.0,12.0,5.0,1.0,1.0
706,9.0,25.0,10.0,13.0,3.0,0.0
707,-5.0,2.0,6.0,7.0,1.0,1.0
708,-12.0,-8.0,5.0,6.0,1.0,0.0
709,20.0,-6.0,12.0,5.0,2.0,0.0
710,8.0,-8.0,10.0,5.0,0.0,0.0
711,29.0,-5.0,14.0,5.0,1.0,1.0
712,-14.0,-16.0,5.0,4.0,0.0,1.0
713,10.0,-11.0,10.0,4.0,0.0,0.0
714,-7.0,11.0,7.0,8.0,1.0,1.0
715,-11.0,22.0,6.0,12.0,0.0,3.0
716,-20.0,19.0,4.0,10.0,0.0,2.0
717,3.0,-5.0,7.0,7.0,0.0,1.0
718,12.0,-10.0,8.0,7.0,0.0,0.0
719,-20.0,-12.0,4.0,7.0,2.0,1.0
720,-11.0,7.0,5.0,8.0,1.0,0.0
721,22.0,9.0,12.0,9.0,1.0,1.0
722,-13.0,13.0,5.0,8.0,0.0,1.0
723,-12.0,-5.0,3.0,6.0,0.0,1.0
724,-18.0,-6.0,4.0,5.0,0.0,2.0
725,26.0,24.0,13.0,12.0,0.0,3.0
726,-5.0,-10.0,4.0,6.0,2.0,1.0
727,-2.0,-3.0,7.0,6.0,0.0,1.0
728,15.0,-11.0,10.0,4.0,2.0,0.0
729,0.0,-14.0,8.0,5.0,3.0,0.0
730,-15.0,-15.0,5.0,5.0,0.0,3.0
731,-1.0,29.0,7.0,14.0,3.0,0.0
732,-1.0,-19.0,6.0,4.0,1.0,0.0
733,11.0,-16.0,10.0,4.0,0.0,1.0
734,-10.0,-11.0,6.0,6.0,0.0,0.0
735,19.0,26.0,13.0,13.0,0.0,3.0
736,-9.0,16.0,6.0,8.0,0.0,3.0
737,-2.0,-10.0,8.0,5.0,0.0,0.0
738,15.0,13.0,9.0,10.0,1.0,1.0
739,28.0,5.0,13.0,9.0,1.0,1.0
740,-13.0,22.0,5.0,14.0,0.0,2.0
741,-10.0,-15.0,5.0,6.0,0.0,0.0
742,-16.0,-5.0,5.0,8.0,0.0,3.0
743,-10.0,-3.0,5.0,7.0,1.0,0.0
744,18.0,-5.0,9.0,6.0,2.0,0.0
745,-16.0,20.0,4.0,10.0,1.0,1.0
746,25.0,-3.0,13.0,6.0,1.0,0.0
747,12.0,10.0,9.0,10.0,1.0,2.0
748,-17.0,-9.0,4.0,6.0,1.0,2.0
749,27.0,5.0,13.0,8.0,1.0,0.0
750,-2.0,12.0,7.0,9.0,1.0,2.0
751,-17.0,27.0,5.0,13.0,0.0,2.0
752,-1.0,25.0,7.0,13.0,1.0,0.0
753,22.0,18.0,11.0,9.0,0.0,3.0
754,21.0,-11.0,13.0,5.0,1.0,0.0
755,-3.0,-12.0,6.0,5.0,0.0,1.0
756,-1.0,-14.0,7.0,5.0,0.0,0.0
757,10.0,-18.0,10.0,4.0,1.0,0.0
758,-8.0,-17.0,6.0,5.0,1.0,1.0
759,-2.0,-12.0,9.0,5.0,0.0,2.0
760,-9.0,-1.0,6.0,8.0,2.0,0.0
761,20.0,4.0,10.0,8.0,0.0,1.0
762,12.0,-12.0,10.0,6.0,2.0,0.0
763,2.0,14.0,7.0,8.0,1.0,0.0
764,-7.0,-15.0,0.0,5.0,0.0,0.0
765,-14.0,-7.0,5.0,0.0,0.0,0.0
766,-5.0,23.0,7.0,12.0,0.0,2.0
767,-10.0,19.0,5.0,13.0,0.0,1.0
768,29.0,0.0,14.0,1.0,0.0,0.0
769,11.0,13.0,7.0,10.0,1.0,0.0
770,6.0,-12.0,8.0,5.0,1.0,2.0
771,22.0,-10.0,11.0,5.0,2.0,0.0
772,0.0,-11.0,8.0,0.0,0.0,0.0
773,-10.0,5.0,6.0,7.0,0.0,1.0
774,-4.0,-14.0,1.0,5.0,0.0,0.0
775,-10.0,31.0,6.0,14.0,0.0,3.0
776,-7.0,-7.0,0.0,6.0,0.0,0.0
777,2.0,21.0,9.0,10.0,0.0,1.0
778,18.0,10.0,13.0,9.0,2.0,0.0
779,6.0,4.0,8.0,10.0,1.0,1.0
780,-11.0,1.0,5.0,8.0,1.0,2.0
781,21.0,-7.0,11.0,0.0,0.0,0.0
782,14.0,-9.0,10.0,6.0,3.0,0.0
783,-4.0,-14.0,1.0,5.0,0.0,0.0
784,-12.0,-10.0,5.0,1.0,0.0,0.0
785,22.0,8.0,14.0,6.0,2.0,1.0
786,5.0,19.0,7.0,10.0,0.0,1.0
787,5.0,28.0,8.0,14.0,2.0,0.0
788,-11.0,-9.0,5.0,5.0,0.0,1.0
789,-1.0,-4.0,5.0,2.0,0.0,0.0
790,-4.0,26.0,6.0,15.0,0.0,2.0
791,8.0,5.0,11.0,7.0,0.0,1.0
792,28.0,-9.0,13.0,6.0,3.0,0.0
793,-7.0,8.0,6.0,10.0,1.0,1.0
794,-11.0,17.0,5.0,12.0,1.0,2.0
795,3.0,4.0,10.0,9.0,1.0,1.0
796,-4.0,-8.0,6.0,4.0,1.0,1.0
797,-3.0,-14.0,4.0,6.0,0.0,0.0
798,-11.0,8.0,4.0,8.0,0.0,0.0
799,6.0,6.0,8.0,8.0,0.0,1.0
800,-6.0,1.0,5.0,5.0,1.0,1.0
801,-5.0,-9.0,6.0,0.0,0.0,0.0
802,8.0,-8.0,10.0,6.0,1.0,0.0
803,-4.0,-12.0,1.0,5.0,0.0,0.0
804,3.0,-12.0,10.0,1.0,0.0,0.0
805,11.0,31.0,8.0,14.0,0.0,2.0
806,29.0,20.0,15.0,12.0,1.0,2.0
807,-13.0,-5.0,5.0,6.0,1.0,1.0
808,1.0,14.0,8.0,10.0,2.0,1.0
809,-3.0,-5.0,4.0,6.0,2.0,1.0
810,18.0,-1.0,12.0,2.0,0.0,0.0
811,10.0,3.0,10.0,10.0,1.0,1.0
812,30.0,10.0,13.0,11.0,0.0,3.0
813,6.0,-7.0,8.0,5.0,0.0,1.0
814,-9.0,31.0,6.0,16.0,0.0,3.0
815,-13.0,5.0,5.0,7.0,1.0,1.0
816,-9.0,5.0,6.0,9.0,1.0,1.0
817,-9.0,5.0,2.0,7.0,0.0,0.0
818,-8.0,-9.0,1.0,6.0,0.0,0.0
819,-16.0,-24.0,5.0,3.0,1.0,1.0
820,-9.0,16.0,7.0,11.0,0.0,2.0
821,-5.0,3.0,4.0,8.0,1.0,2.0
822,22.0,0.0,11.0,0.0,0.0,0.0
823,-1.0,-9.0,6.0,6.0,0.0,1.0
824,-8.0,-6.0,6.0,6.0,0.0,0.0
825,-4.0,15.0,6.0,11.0,0.0,3.0
826,-2.0,0.0,5.0,0.0,0.0,0.0
827,0.0,1.0,0.0,8.0,0.0,0.0
828,9.0,24.0,10.0,14.0,2.0,1.0
829,18.0,7.0,13.0,10.0,0.0,2.0
830,5.0,31.0,9.0,15.0,1.0,2.0
831,32.0,3.0,14.0,7.0,2.0,1.0
832,-5.0,-3.0,3.0,3.0,0.0,0.0
833,-10.0,-8.0,2.0,5.0,0.0,0.0
834,-5.0,3.0,7.0,7.0,1.0,2.0
835,-7.0,-12.0,7.0,5.0,0.0,1.0
836,1.0,-10.0,6.0,5.0,1.0,0.0
837,2.0,5.0,7.0,9.0,0.0,1.0
838,-15.0,1.0,4.0,10.0,0.0,1.0
839,1.0,-13.0,7.0,5.0,1.0,1.0
840,-7.0,-6.0,6.0,5.0,0.0,3.0
841,6.0,-3.0,9.0,4.0,0.0,0.0
842,0.0,-5.0,6.0,7.0,1.0,0.0
843,-5.0,-5.0,9.0,3.0,0.0,0.0
844,-2.0,-3.0,6.0,8.0,2.0,1.0
845,-8.0,7.0,5.0,9.0,0.0,3.0
846,-2.0,4.0,6.0,9.0,0.0,2.0
847,27.0,35.0,14.0,15.0,2.0,0.0
848,-10.0,17.0,2.0,13.0,0.0,0.0
849,14.0,0.0,12.0,7.0,2.0,1.0
850,7.0,21.0,10.0,13.0,1.0,1.0
851,40.0,-6.0,16.0,8.0,2.0,1.0
852,-3.0,-6.0,4.0,5.0,0.0,0.0
853,-2.0,1.0,6.0,7.0,2.0,0.0
854,-5.0,-8.0,3.0,6.0,0.0,0.0
855,-12.0,8.0,6.0,9.0,1.0,1.0
856,-7.0,-3.0,6.0,6.0,0.0,2.0
857,5.0,-9.0,9.0,3.0,0.0,0.0
858,-9.0,1.0,7.0,7.0,2.0,0.0
859,17.0,-10.0,9.0,5.0,0.0,1.0
860,-8.0,-6.0,5.0,0.0,0.0,0.0
861,-18.0,23.0,5.0,12.0,0.0,2.0
862,12.0,0.0,10.0,1.0,0.0,0.0
863,27.0,-15.0,14.0,5.0,2.0,0.0
864,-8.0,-2.0,5.0,7.0,1.0,1.0
865,-6.0,26.0,0.0,12.0,0.0,0.0
866,-18.0,-2.0,5.0,7.0,2.0,1.0
867,24.0,9.0,11.0,9.0,0.0,3.0
868,-5.0,-11.0,7.0,6.0,0.0,3.0
869,4.0,-9.0,9.0,7.0,1.0,0.0
870,30.0,6.0,15.0,8.0,2.0,0.0
871,-4.0,2.0,4.0,8.0,0.0,0.0
872,-10.0,-11.0,7.0,3.0,0.0,0.0
873,2.0,-4.0,7.0,6.0,0.0,1.0
874,-3.0,21.0,4.0,13.0,0.0,0.0
875,-10.0,-11.0,7.0,5.0,0.0,1.0
876,-11.0,-7.0,5.0,4.0,1.0,2.0
877,10.0,11.0,11.0,10.0,1.0,2.0
878,6.0,0.0,10.0,6.0,2.0,0.0
879,3.0,-7.0,9.0,5.0,2.0,0.0
880,-9.0,6.0,5.0,10.0,1.0,1.0
881,7.0,-10.0,10.0,7.0,2.0,1.0
882,21.0,8.0,13.0,8.0,1.0,0.0
883,-5.0,-10.0,4.0,4.0,0.0,0.0
884,-11.0,-6.0,7.0,4.0,3.0,0.0
885,0.0,-9.0,6.0,5.0,1.0,0.0
886,-7.0,8.0,8.0,11.0,0.0,0.0
887,7.0,34.0,10.0,16.0,1.0,1.0
888,-4.0,-2.0,4.0,6.0,0.0,0.0
889,-2.0,29.0,7.0,13.0,0.0,1.0
890,-18.0,2.0,5.0,1.0,0.0,0.0
891,18.0,-2.0,10.0,0.0,0.0,0.0
892,-1.0,13.0,7.0,10.0,0.0,0.0
893,-6.0,-3.0,0.0,6.0,0.0,0.0
894,8.0,-6.0,10.0,7.0,1.0,1.0
895,-15.0,23.0,2.0,14.0,1.0,1.0
896,-4.0,2.0,5.0,7.0,1.0,1.0
897,-8.0,-11.0,6.0,5.0,2.0,1.0
898,16.0,11.0,9.0,9.0,1.0,1.0
899,1.0,10.0,6.0,11.0,2.0,0.0
900,-11.0,5.0,5.0,7.0,1.0,1.0
901,6.0,-9.0,9.0,2.0,0.0,0.0
902,30.0,4.0,15.0,10.0,2.0,1.0
903,-7.0,7.0,2.0,8.0,0.0,0.0
904,-5.0,5.0,2.0,7.0,0.0,0.0
905,-14.0,-12.0,4.0,6.0,0.0,1.0
906,-10.0,7.0,7.0,10.0,0.0,3.0
907,-1.0,-8.0,6.0,4.0,1.0,0.0
908,7.0,32.0,10.0,15.0,1.0,2.0
909,-11.0,-10.0,2.0,7.0,2.0,0.0
910,8.0,-4.0,11.0,5.0,0.0,0.0
911,-10.0,-10.0,4.0,5.0,1.0,0.0
912,3.0,-4.0,7.0,4.0,0.0,0.0
913,-8.0,7.0,6.0,10.0,0.0,3.0
914,-13.0,-13.0,6.0,7.0,1.0,1.0
915,0.0,9.0,6.0,10.0,1.0,2.0
916,28.0,6.0,14.0,10.0,0.0,1.0
917,-11.0,21.0,4.0,13.0,0.0,0.0
918,13.0,0.0,13.0,5.0,1.0,1.0
919,-11.0,-12.0,2.0,5.0,2.0,1.0
920,-15.0,-4.0,5.0,5.0,0.0,0.0
921,-2.0,5.0,6.0,10.0,1.0,1.0
922,7.0,-4.0,10.0,4.0,0.0,0.0
923,-8.0,24.0,5.0,14.0,0.0,2.0
924,28.0,-13.0,14.0,7.0,1.0,0.0
925,3.0,-6.0,7.0,8.0,0.0,1.0
926,-13.0,0.0,4.0,5.0,0.0,0.0
927,-9.0,13.0,5.0,11.0,1.0,0.0
928,13.0,8.0,13.0,10.0,1.0,1.0
929,-10.0,3.0,6.0,7.0,1.0,0.0
930,7.0,-14.0,9.0,4.0,2.0,0.0
931,14.0,-11.0,11.0,2.0,2.0,1.0
932,28.0,-8.0,14.0,5.0,3.0,0.0
933,-13.0,-2.0,7.0,6.0,1.0,0.0
934,1.0,6.0,6.0,10.0,0.0,2.0
935,-7.0,30.0,8.0,14.0,0.0,2.0
936,6.0,-17.0,11.0,4.0,3.0,0.0
937,-4.0,11.0,5.0,12.0,0.0,0.0
938,-5.0,-14.0,4.0,4.0,0.0,0.0
939,13.0,4.0,10.0,7.0,1.0,1.0
940,3.0,-14.0,10.0,4.0,0.0,0.0
941,-13.0,-16.0,5.0,4.0,3.0,0.0
942,7.0,-3.0,9.0,5.0,1.0,0.0
943,33.0,-10.0,15.0,2.0,1.0,0.0
944,-6.0,-15.0,5.0,3.0,0.0,0.0
945,-10.0,-14.0,7.0,4.0,0.0,1.0
946,-5.0,12.0,4.0,12.0,0.0,0.0
947,2.0,27.0,6.0,13.0,1.0,1.0
948,-4.0,5.0,8.0,9.0,2.0,0.0
949,-4.0,-2.0,4.0,5.0,0.0,0.0
950,-9.0,-8.0,3.0,6.0,0.0,3.0
951,-14.0,5.0,4.0,11.0,0.0,1.0
952,-7.0,-1.0,4.0,6.0,0.0,1.0
953,-25.0,5.0,1.0,9.0,1.0,2.0
954,20.0,7.0,12.0,8.0,1.0,1.0
955,18.0,3.0,12.0,9.0,1.0,0.0
956,-20.0,2.0,2.0,7.0,1.0,1.0
957,5.0,-24.0,8.0,5.0,1.0,1.0
958,10.0,27.0,10.0,16.0,0.0,1.0
959,2.0,22.0,7.0,11.0,0.0,3.0
960,-3.0,4.0,4.0,8.0,1.0,0.0
961,-12.0,-18.0,2.0,3.0,0.0,1.0
962,5.0,4.0,9.0,6.0,2.0,1.0
963,7.0,-5.0,9.0,7.0,1.0,2.0
964,33.0,-10.0,15.0,5.0,2.0,0.0
965,18.0,-16.0,13.0,4.0,2.0,0.0
966,-2.0,-7.0,8.0,5.0,1.0,0.0
967,5.0,-11.0,8.0,4.0,0.0,0.0
968,-5.0,5.0,4.0,11.0,1.0,1.0
969,-13.0,23.0,3.0,12.0,0.0,3.0
970,-18.0,4.0,4.0,8.0,0.0,3.0
971,5.0,-10.0,8.0,3.0,2.0,1.0
972,-19.0,6.0,3.0,9.0,1.0,1.0
973,-2.0,4.0,6.0,9.0,0.0,1.0
974,-8.0,-14.0,4.0,3.0,0.0,1.0
975,-5.0,-2.0,7.0,8.0,2.0,0.0
976,3.0,-4.0,6.0,5.0,0.0,0.0
977,-18.0,-3.0,3.0,4.0,1.0,1.0
978,4.0,35.0,11.0,15.0,1.0,2.0
979,23.0,22.0,12.0,13.0,2.0,0.0
980,4.0,20.0,7.0,12.0,1.0,1.0
981,35.0,-7.0,15.0,6.0,2.0,0.0
982,-2.0,5.0,5.0,9.0,0.0,1.0
983,20.0,-16.0,12.0,3.0,1.0,1.0
984,-21.0,6.0,2.0,8.0,1.0,2.0
985,-2.0,-15.0,5.0,4.0,0.0,0.0
986,-9.0,2.0,3.0,7.0,1.0,1.0
987,-12.0,5.0,5.0,11.0,1.0,2.0
988,-17.0,-6.0,2.0,7.0,1.0,1.0
989,5.0,-6.0,7.0,5.0,0.0,1.0
990,9.0,-10.0,10.0,3.0,1.0,1.0
991,15.0,-6.0,10.0,7.0,1.0,0.0
992,-5.0,-20.0,6.0,6.0,1.0,0.0
993,-10.0,-28.0,4.0,0.0,1.0,0.0
994,-3.0,1.0,6.0,7.0,1.0,2.0
995,0.0,2.0,8.0,6.0,0.0,1.0
996,-15.0,2.0,4.0,7.0,0.0,1.0
997,8.0,32.0,7.0,16.0,1.0,2.0
998,11.0,-11.0,10.0,3.0,0.0,1.0
999,-1.0,10.0,6.0,9.0,0.0,3.0
1000,-17.0,-19.0,5.0,3.0,0.0,0.0
1001,-13.0,1.0,6.0,8.0,1.0,0.0
1002,18.0,21.0,10.0,13.0,1.0,1.0
1003,10.0,-7.0,10.0,3.0,2.0,1.0
1004,20.0,3.0,14.0,6.0,1.0,1.0
1005,-9.0,18.0,3.0,9.0,0.0,1.0
1006,2.0,-15.0,7.0,6.0,0.0,2.0
1007,4.0,2.0,8.0,9.0,0.0,1.0
1008,-14.0,22.0,3.0,13.0,1.0,2.0
1009,-25.0,-2.0,1.0,8.0,1.0,1.0
1010,1.0,-22.0,8.0,4.0,3.0,0.0
1011,19.0,-9.0,12.0,3.0,2.0,0.0
1012,3.0,-28.0,8.0,0.0,2.0,0.0
1013,-6.0,-10.0,4.0,5.0,0.0,1.0
1014,0.0,5.0,9.0,7.0,2.0,0.0
1015,-18.0,-6.0,3.0,4.0,0.0,2.0
1016,13.0,20.0,12.0,12.0,0.0,2.0
1017,1.0,29.0,8.0,15.0,0.0,1.0
1018,-3.0,0.0,7.0,6.0,0.0,1.0
1019,-12.0,-6.0,3.0,4.0,1.0,2.0
1020,3.0,13.0,7.0,12.0,1.0,1.0
1021,22.0,-24.0,12.0,4.0,3.0,0.0
1022,-10.0,5.0,3.0,8.0,1.0,0.0
1023,-1.0,2.0,8.0,8.0,0.0,0.0
1024,5.0,3.0,9.0,8.0,0.0,3.0
1025,-22.0,-5.0,2.0,5.0,0.0,0.0
1026,-11.0,-25.0,6.0,1.0,1.0,1.0
1027,12.0,2.0,10.0,8.0,2.0,0.0
1028,13.0,24.0,10.0,16.0,0.0,2.0
1029,-18.0,7.0,2.0,10.0,0.0,0.0
1030,-13.0,-17.0,6.0,4.0,1.0,0.0
1031,17.0,-3.0,11.0,4.0,1.0,0.0
1032,18.0,1.0,10.0,7.0,2.0,0.0
1033,-7.0,-1.0,4.0,5.0,0.0,1.0
1034,-21.0,-20.0,1.0,4.0,1.0,1.0
1035,20.0,0.0,14.0,8.0,2.0,0.0
1036,-15.0,2.0,6.0,9.0,0.0,0.0
1037,1.0,20.0,7.0,12.0,0.0,2.0
1038,17.0,-16.0,9.0,6.0,0.0,1.0
1039,2.0,0.0,7.0,6.0,1.0,1.0
1040,-9.0,1.0,6.0,6.0,0.0,1.0
1041,-20.0,6.0,3.0,10.0,2.0,0.0
1042,5.0,0.0,8.0,7.0,0.0,1.0
1043,-28.0,29.0,0.0,16.0,1.0,2.0
1044,-13.0,1.0,2.0,7.0,0.0,2.0
1045,-1.0,10.0,6.0,11.0,0.0,3.0
1046,18.0,1.0,11.0,7.0,1.0,2.0
1047,-10.0,5.0,3.0,8.0,0.0,1.0
1048,16.0,-4.0,12.0,7.0,2.0,1.0
1049,10.0,-6.0,11.0,4.0,2.0,1.0
1050,-24.0,-9.0,4.0,3.0,2.0,1.0
1051,-1.0,15.0,6.0,11.0,1.0,0.0
1052,2.0,-21.0,7.0,2.0,0.0,0.0
1053,-3.0,-30.0,6.0,0.0,0.0,0.0
1054,-2.0,14.0,7.0,11.0,0.0,2.0
1055,0.0,-8.0,7.0,4.0,1.0,0.0
1056,2.0,-2.0,6.0,6.0,0.0,1.0
1057,7.0,8.0,10.0,9.0,2.0,0.0
1058,29.0,-10.0,16.0,6.0,2.0,0.0
1059,-10.0,-3.0,3.0,5.0,1.0,0.0
1060,1.0,3.0,7.0,9.0,1.0,2.0
1061,-9.0,-4.0,6.0,6.0,0.0,0.0
1062,12.0,3.0,10.0,8.0,1.0,2.0
1063,-10.0,12.0,4.0,11.0,0.0,1.0
1064,-18.0,0.0,3.0,7.0,1.0,0.0
1065,-28.0,-26.0,0.0,4.0,0.0,2.0
1066,4.0,13.0,8.0,10.0,1.0,2.0
1067,12.0,-5.0,12.0,4.0,0.0,0.0
1068,-8.0,34.0,3.0,15.0,1.0,1.0
1069,6.0,10.0,8.0,11.0,0.0,0.0
1070,-12.0,-7.0,6.0,8.0,0.0,2.0
1071,8.0,-9.0,7.0,6.0,2.0,0.0
1072,-3.0,-11.0,5.0,3.0,2.0,1.0
1073,-11.0,5.0,7.0,6.0,0.0,0.0
1074,-6.0,-22.0,4.0,1.0,2.0,1.0
1075,-2.0,9.0,6.0,8.0,0.0,2.0
1076,3.0,-18.0,8.0,4.0,1.0,2.0
1077,12.0,28.0,9.0,14.0,1.0,1.0
1078,25.0,-11.0,15.0,5.0,1.0,0.0
1079,-18.0,-6.0,2.0,4.0,0.0,0.0
1080,9.0,-8.0,7.0,4.0,1.0,0.0
1081,-1.0,17.0,9.0,11.0,0.0,1.0
1082,3.0,-13.0,10.0,6.0,1.0,1.0
1083,6.0,-13.0,7.0,7.0,1.0,0.0
1084,-17.0,0.0,5.0,5.0,1.0,1.0
1085,19.0,0.0,12.0,8.0,2.0,0.0
1086,-18.0,-1.0,3.0,7.0,0.0,1.0
1087,1.0,25.0,8.0,15.0,0.0,3.0
1088,-22.0,18.0,1.0,9.0,0.0,2.0
1089,-3.0,16.0,7.0,10.0,0.0,1.0
1090,1.0,-27.0,7.0,1.0,0.0,3.0
1091,3.0,-15.0,7.0,3.0,0.0,1.0
1092,1.0,-10.0,8.0,3.0,0.0,0.0
1093,31.0,-9.0,17.0,3.0,2.0,0.0
1094,13.0,-13.0,10.0,4.0,2.0,0.0
1095,11.0,0.0,9.0,6.0,2.0,1.0
1096,-12.0,1.0,3.0,7.0,1.0,1.0
1097,-18.0,-7.0,3.0,7.0,0.0,0.0
1098,-17.0,4.0,6.0,7.0,0.0,1.0
1099,-6.0,-12.0,7.0,5.0,2.0,0.0
1100,12.0,-3.0,9.0,6.0,1.0,2.0
1101,-10.0,12.0,3.0,10.0,0.0,1.0
1102,-3.0,1.0,5.0,8.0,2.0,1.0
1103,34.0,3.0,17.0,7.0,2.0,0.0
1104,-25.0,21.0,1.0,11.0,1.0,2.0
1105,-12.0,-16.0,3.0,6.0,1.0,1.0
1106,2.0,-5.0,6.0,8.0,2.0,0.0
1107,-8.0,-4.0,7.0,5.0,0.0,0.0
1108,-8.0,11.0,5.0,9.0,1.0,2.0
1109,2.0,-17.0,7.0,6.0,3.0,0.0
1110,5.0,-27.0,7.0,1.0,0.0,0.0
1111,1.0,-11.0,8.0,3.0,2.0,1.0
1112,-14.0,15.0,4.0,10.0,0.0,3.0
1113,2.0,-9.0,6.0,4.0,0.0,1.0
1114,9.0,-16.0,9.0,4.0,3.0,0.0
1115,24.0,33.0,12.0,16.0,1.0,1.0
1116,11.0,-17.0,10.0,2.0,2.0,1.0
1117,-9.0,7.0,7.0,10.0,2.0,1.0
1118,-15.0,18.0,5.0,12.0,1.0,2.0
1119,5.0,2.0,9.0,8.0,1.0,0.0
1120,9.0,-12.0,8.0,6.0,1.0,0.0
1121,-12.0,9.0,3.0,8.0,0.0,3.0
1122,-13.0,3.0,6.0,8.0,1.0,1.0
1123,-13.0,3.0,7.0,7.0,1.0,0.0
1124,30.0,5.0,15.0,8.0,1.0,0.0
1125,13.0,26.0,12.0,13.0,0.0,3.0
